Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
53,No,Travel_Frequently,538,Sales,10,2,Life Sciences,1,3692,3,Male,36,3,4,Manufacturing Director,1,Divorced,8231,29617,1,Y,No,15,4,1,732,2,29,5,2,34,2,3,15
45,No,Travel_Rarely,775,Research & Development,29,3,Life Sciences,1,3695,3,Male,37,4,2,Sales Representative,3,Divorced,8798,27480,5,Y,No,14,3,4,733,3,4,5,3,14,14,15,16
26,No,Non-Travel,278,Research & Development,5,1,Marketing,1,3697,2,Male,61,1,1,Laboratory Technician,3,Single,15685,9537,9,Y,No,14,3,1,734,2,22,1,3,24,18,1,0
18,No,Non-Travel,512,Research & Development,7,2,Technical Degree,1,3700,4,Male,92,4,3,Healthcare Representative,2,Divorced,14141,12929,5,Y,Yes,19,4,2,735,3,19,5,4,0,0,1,11
31,Yes,Travel_Frequently,495,Sales,6,2,Other,1,3702,3,Female,99,1,4,Sales Executive,2,Divorced,6753,4343,7,Y,No,12,4,4,736,2,31,3,3,35,4,11,6
35,No,Non-Travel,454,Sales,1,5,Human Resources,1,3705,3,Female,78,3,3,Laboratory Technician,4,Divorced,8660,5958,5,Y,No,14,3,3,737,2,0,1,2,30,4,13,6
30,No,Non-Travel,1207,Research & Development,28,4,Other,1,3707,1,Male,82,3,1,Sales Representative,1,Married,16009,24718,0,Y,No,17,3,2,738,1,18,4,2,34,7,3,13
44,No,Non-Travel,232,Sales,8,5,Technical Degree,1,3710,1,Female,33,4,5,Sales Executive,1,Married,14554,11943,0,Y,Yes,13,4,4,739,2,13,3,4,31,3,13,10
60,No,Non-Travel,844,Research & Development,22,2,Technical Degree,1,3712,4,Male,71,4,5,Sales Executive,1,Married,10589,19549,8,Y,No,13,4,2,740,0,15,2,3,12,18,0,11
44,No,Non-Travel,622,Sales,21,1,Human Resources,1,3715,4,Male,54,4,1,Sales Representative,4,Single,17783,28745,2,Y,No,20,3,2,741,0,8,3,1,20,9,6,2
58,No,Non-Travel,1405,Sales,18,2,Medical,1,3717,3,Female,52,3,4,Healthcare Representative,4,Single,10462,6624,2,Y,No,15,4,4,742,0,34,4,4,30,6,11,0
32,No,Non-Travel,301,Sales,4,2,Marketing,1,3720,1,Female,38,2,3,Sales Representative,3,Married,8222,13255,4,Y,Yes,20,3,3,743,0,39,2,2,22,6,2,0
25,No,Non-Travel,1158,Research & Development,26,3,Human Resources,1,3722,3,Female,58,2,2,Healthcare Representative,1,Single,11391,23696,8,Y,No,13,3,1,744,1,5,3,3,8,18,6,6
52,No,Travel_Rarely,1378,Sales,7,1,Human Resources,1,3725,4,Female,60,1,5,Manufacturing Director,3,Divorced,4469,24631,6,Y,No,16,4,2,745,1,32,0,3,35,7,1,7
21,Yes,Travel_Rarely,304,Sales,17,5,Human Resources,1,3727,4,Male,76,1,4,Laboratory Technician,3,Divorced,13953,6459,5,Y,No,19,3,4,746,2,19,3,2,20,7,5,0
34,Yes,Travel_Frequently,180,Sales,12,1,Medical,1,3730,4,Female,63,4,3,Sales Executive,4,Divorced,10026,14706,8,Y,Yes,13,4,3,747,1,20,4,2,18,14,9,11
27,No,Non-Travel,661,Research & Development,15,1,Other,1,3732,4,Male,79,3,3,Laboratory Technician,4,Single,15185,25478,7,Y,No,12,4,2,748,0,32,0,3,38,0,8,11
45,No,Travel_Rarely,397,Sales,5,4,Medical,1,3735,4,Female,93,3,5,Healthcare Representative,4,Divorced,12097,14997,0,Y,Yes,18,4,1,749,2,3,5,4,26,12,4,2
18,No,Non-Travel,730,Research & Development,16,2,Technical Degree,1,3737,2,Male,78,4,4,Sales Executive,2,Married,18492,6783,8,Y,No,13,3,1,750,2,29,1,4,34,17,12,10
58,No,Non-Travel,494,Research & Development,5,4,Life Sciences,1,3740,3,Male,50,4,1,Healthcare Representative,1,Single,3336,7208,8,Y,No,12,3,2,751,3,18,1,2,19,17,7,14
55,Yes,Travel_Frequently,1300,Research & Development,19,3,Marketing,1,3742,2,Male,36,1,2,Sales Representative,1,Divorced,6471,2092,2,Y,No,15,3,3,752,0,0,0,1,0,0,6,16
43,No,Travel_Rarely,754,Sales,27,1,Human Resources,1,3745,4,Male,52,4,3,Manufacturing Director,1,Married,12061,29862,6,Y,No,16,3,2,753,1,35,2,2,30,8,11,11
50,Yes,Non-Travel,1345,Sales,14,4,Human Resources,1,3747,3,Male,58,2,3,Sales Representative,3,Single,6175,9282,3,Y,Yes,20,3,2,754,2,19,4,2,24,16,7,9
53,No,Travel_Frequently,1445,Research & Development,15,2,Medical,1,3749,3,Male,83,1,5,Healthcare Representative,3,Divorced,15801,2211,5,Y,Yes,19,3,3,755,0,1,3,1,4,7,11,7
46,No,Non-Travel,784,Sales,24,2,Medical,1,3752,3,Female,50,1,5,Laboratory Technician,1,Single,2915,6531,7,Y,No,18,3,1,756,3,30,2,3,9,0,1,17
34,No,Non-Travel,234,Research & Development,6,5,Life Sciences,1,3754,3,Male,43,3,3,Sales Representative,2,Married,8154,14030,4,Y,No,14,3,3,757,0,35,3,1,33,3,12,8
48,No,Travel_Rarely,1071,Sales,23,1,Human Resources,1,3757,4,Male,33,1,1,Healthcare Representative,1,Married,6837,16776,6,Y,No,20,4,3,758,0,7,2,1,29,6,1,15
58,No,Travel_Frequently,1126,Research & Development,8,2,Other,1,3759,3,Male,69,1,4,Sales Executive,4,Married,7650,8093,8,Y,No,19,3,2,759,2,22,2,4,10,9,0,15
27,No,Non-Travel,636,Research & Development,6,4,Other,1,3762,2,Male,35,4,2,Sales Executive,3,Married,13436,22585,0,Y,Yes,17,3,2,760,3,0,4,2,39,3,4,6
51,No,Travel_Rarely,1008,Research & Development,2,2,Technical Degree,1,3764,4,Male,38,4,4,Laboratory Technician,4,Married,9376,26237,3,Y,No,19,3,2,761,0,24,5,1,13,16,2,1
56,No,Non-Travel,1222,Sales,1,3,Marketing,1,3767,2,Female,100,4,4,Healthcare Representative,2,Divorced,15834,16786,6,Y,No,18,3,2,762,3,13,5,4,40,6,2,9
60,No,Travel_Rarely,1157,Sales,20,5,Marketing,1,3769,3,Female,58,2,1,Sales Representative,3,Single,19240,6934,6,Y,No,16,3,3,763,0,40,1,4,17,7,14,2
57,No,Non-Travel,211,Sales,1,4,Human Resources,1,3772,2,Female,38,4,2,Sales Representative,3,Married,10428,21584,7,Y,No,20,4,1,764,2,37,4,2,30,3,6,12
58,No,Travel_Rarely,1196,Research & Development,17,2,Life Sciences,1,3774,2,Male,46,1,5,Laboratory Technician,4,Divorced,19030,5702,9,Y,No,16,4,3,765,3,39,2,1,20,5,3,6
36,Yes,Travel_Frequently,165,Research & Development,23,5,Human Resources,1,3777,3,Female,72,4,4,Sales Executive,1,Divorced,7610,19252,2,Y,No,13,3,3,766,0,15,3,3,15,1,5,5
24,Yes,Travel_Frequently,1387,Sales,23,4,Human Resources,1,3779,2,Male,48,2,4,Healthcare Representative,3,Single,6670,22305,9,Y,Yes,15,4,2,767,1,30,1,3,16,2,15,3
51,Yes,Non-Travel,515,Sales,18,5,Technical Degree,1,3782,3,Female,30,2,2,Laboratory Technician,1,Divorced,14315,15445,5,Y,Yes,18,3,4,768,1,37,4,3,33,12,10,4
41,No,Non-Travel,1226,Research & Development,3,4,Other,1,3784,3,Female,70,4,5,Laboratory Technician,4,Divorced,16781,16664,8,Y,No,11,4,3,769,2,0,6,4,26,4,14,5
21,No,Travel_Frequently,743,Sales,16,4,Marketing,1,3787,3,Male,36,2,5,Manufacturing Director,2,Married,3941,19180,0,Y,No,17,4,2,770,1,11,4,2,6,1,15,16
47,No,Travel_Frequently,1351,Research & Development,11,2,Medical,1,3789,4,Female,43,2,4,Laboratory Technician,4,Single,4045,2618,5,Y,Yes,13,3,3,771,1,29,3,2,25,8,10,16
19,Yes,Travel_Rarely,377,Sales,16,5,Marketing,1,3792,4,Male,33,1,1,Laboratory Technician,3,Married,11293,22466,0,Y,Yes,11,3,2,772,0,40,6,4,11,13,6,8
41,No,Travel_Frequently,809,Research & Development,9,2,Life Sciences,1,3794,1,Female,74,4,4,Manufacturing Director,2,Single,4871,28860,7,Y,No,20,4,4,773,1,36,3,3,26,14,11,0
59,No,Travel_Frequently,222,Research & Development,27,1,Technical Degree,1,3797,1,Male,81,3,3,Sales Representative,3,Single,17125,21765,9,Y,Yes,13,4,4,774,2,28,2,1,23,10,7,9
58,No,Travel_Rarely,227,Sales,27,4,Other,1,3799,3,Female,92,3,1,Sales Executive,2,Single,7856,27074,3,Y,Yes,17,3,4,775,3,21,1,2,24,3,3,14
40,No,Non-Travel,330,Sales,20,4,Technical Degree,1,3802,3,Male,91,1,4,Laboratory Technician,3,Divorced,8709,28518,9,Y,Yes,14,4,2,776,3,0,6,4,17,10,7,14
33,No,Travel_Rarely,1347,Sales,13,1,Other,1,3804,1,Female,65,4,1,Laboratory Technician,2,Divorced,8156,26273,0,Y,No,12,3,2,777,2,35,2,2,26,0,15,12
25,No,Travel_Rarely,939,Research & Development,12,2,Life Sciences,1,3807,1,Male,76,1,4,Healthcare Representative,4,Married,12120,21948,1,Y,No,20,4,1,778,3,31,2,2,22,16,12,3
20,No,Travel_Rarely,820,Research & Development,14,1,Human Resources,1,3809,2,Male,30,4,5,Healthcare Representative,4,Divorced,13175,24900,9,Y,No,15,4,2,779,0,23,2,2,39,6,1,5
42,No,Non-Travel,661,Sales,17,1,Human Resources,1,3812,2,Female,35,3,5,Healthcare Representative,1,Single,5940,9033,2,Y,Yes,13,3,2,780,2,13,3,1,32,12,9,2
23,No,Non-Travel,201,Research & Development,22,5,Technical Degree,1,3814,1,Male,61,3,4,Laboratory Technician,1,Single,15004,7435,5,Y,No,17,4,2,781,2,30,1,3,34,12,3,17
41,No,Travel_Frequently,1169,Sales,3,5,Medical,1,3817,4,Male,30,3,4,Manufacturing Director,3,Single,12404,21685,0,Y,Yes,16,3,3,782,3,9,1,3,6,15,8,7
24,No,Travel_Rarely,255,Research & Development,22,5,Human Resources,1,3819,4,Male,98,1,5,Manufacturing Director,2,Single,5372,29895,6,Y,Yes,19,4,4,783,3,24,5,4,21,14,10,0
41,Yes,Travel_Frequently,1282,Sales,17,4,Technical Degree,1,3822,2,Male,86,4,4,Sales Executive,1,Divorced,7406,13783,1,Y,Yes,15,4,4,784,3,25,2,1,6,14,12,1
42,No,Travel_Frequently,1389,Research & Development,24,2,Other,1,3824,2,Female,52,4,5,Laboratory Technician,2,Married,5610,11347,9,Y,No,18,4,1,785,2,40,4,4,16,2,4,2
28,No,Travel_Frequently,1296,Research & Development,29,4,Marketing,1,3827,4,Female,67,1,1,Healthcare Representative,2,Divorced,13507,26583,2,Y,Yes,12,4,4,786,0,19,0,1,4,17,6,17
27,No,Non-Travel,652,Sales,2,4,Technical Degree,1,3829,3,Male,32,4,2,Laboratory Technician,2,Married,14394,6154,2,Y,No,15,4,1,787,1,29,6,1,36,12,1,6
55,Yes,Travel_Frequently,1454,Research & Development,8,1,Marketing,1,3832,2,Male,62,2,1,Healthcare Representative,4,Married,13523,27008,1,Y,No,12,4,3,788,0,7,6,3,10,12,8,13
36,Yes,Travel_Rarely,327,Research & Development,1,1,Marketing,1,3834,2,Male,69,2,2,Healthcare Representative,1,Divorced,14966,2950,3,Y,No,15,3,4,789,1,7,5,1,24,14,2,4
32,No,Non-Travel,279,Sales,1,3,Marketing,1,3836,1,Female,85,3,4,Manufacturing Director,2,Single,11854,13395,7,Y,No,20,4,2,790,2,34,0,2,20,9,11,16
19,No,Travel_Rarely,1124,Sales,29,1,Medical,1,3839,3,Female,39,4,3,Laboratory Technician,4,Single,7704,4311,6,Y,Yes,16,4,3,791,0,25,0,2,1,14,4,11
29,No,Travel_Frequently,655,Sales,18,3,Medical,1,3841,4,Female,85,4,3,Manufacturing Director,2,Single,9548,19711,7,Y,No,20,4,3,792,2,26,1,1,35,10,8,17
49,Yes,Non-Travel,296,Sales,2,2,Marketing,1,3844,3,Female,82,3,1,Healthcare Representative,2,Single,16024,29957,6,Y,Yes,20,3,3,793,0,18,5,3,34,1,9,13
22,Yes,Travel_Frequently,640,Research & Development,12,4,Other,1,3846,3,Male,35,2,2,Laboratory Technician,3,Single,13699,26173,5,Y,No,19,3,2,794,0,39,2,1,24,15,9,10
44,No,Travel_Rarely,749,Sales,26,5,Human Resources,1,3849,1,Male,57,2,2,Healthcare Representative,3,Single,17781,13398,2,Y,Yes,15,3,1,795,2,13,1,4,16,15,7,4
19,No,Non-Travel,163,Research & Development,23,3,Medical,1,3851,1,Male,36,1,5,Manufacturing Director,1,Single,12960,3087,7,Y,Yes,14,4,1,796,2,15,4,4,10,2,11,3
18,No,Non-Travel,701,Sales,14,5,Medical,1,3854,4,Female,65,3,4,Manufacturing Director,2,Single,17728,11534,2,Y,No,12,3,3,797,2,36,3,2,31,0,12,5
46,No,Travel_Frequently,1399,Research & Development,16,4,Human Resources,1,3856,3,Male,53,4,3,Manufacturing Director,3,Single,10291,10582,9,Y,No,11,4,4,798,1,29,1,4,4,6,2,6
40,No,Travel_Rarely,907,Sales,11,1,Technical Degree,1,3859,2,Female,39,4,2,Sales Representative,2,Married,19807,8913,9,Y,No,19,4,3,799,1,33,6,4,35,18,15,12
56,No,Travel_Frequently,1175,Sales,16,1,Other,1,3861,3,Female,91,3,2,Sales Representative,4,Single,8685,26499,2,Y,No,16,4,3,800,3,5,6,4,22,4,0,9
48,Yes,Travel_Frequently,1022,Research & Development,25,4,Human Resources,1,3864,2,Female,83,4,3,Manufacturing Director,2,Divorced,7399,8964,6,Y,No,18,3,2,801,3,35,5,1,20,9,9,12
29,Yes,Travel_Frequently,1188,Sales,10,5,Marketing,1,3866,4,Male,47,1,5,Sales Representative,3,Married,7907,11516,4,Y,No,17,4,3,802,1,27,1,2,4,2,4,4
58,No,Non-Travel,1323,Research & Development,29,2,Medical,1,3869,3,Female,53,4,2,Sales Representative,3,Divorced,4392,23606,6,Y,No,13,4,2,803,1,28,3,4,40,11,3,5
18,No,Travel_Rarely,561,Research & Development,13,5,Marketing,1,3871,3,Male,89,1,5,Healthcare Representative,3,Married,12134,16546,7,Y,No,16,3,1,804,2,23,3,3,0,0,11,15
60,No,Travel_Frequently,1125,Sales,6,1,Medical,1,3874,4,Male,60,2,4,Manufacturing Director,3,Divorced,14011,8822,5,Y,Yes,15,4,2,805,0,3,4,1,7,9,9,0
49,No,Non-Travel,1162,Research & Development,9,1,Marketing,1,3876,4,Male,39,2,4,Manufacturing Director,2,Married,8641,20037,3,Y,No,20,4,4,806,0,3,5,3,21,6,14,5
56,No,Travel_Frequently,651,Research & Development,10,1,Life Sciences,1,3879,3,Male,44,4,4,Healthcare Representative,1,Married,6283,26133,9,Y,Yes,20,3,2,807,3,22,2,1,33,13,4,17
24,No,Travel_Frequently,1030,Research & Development,4,4,Life Sciences,1,3881,4,Male,61,3,3,Sales Representative,1,Single,17387,8252,2,Y,Yes,12,4,4,808,0,24,4,2,19,7,8,8
27,No,Travel_Rarely,388,Sales,16,4,Other,1,3884,2,Male,91,4,1,Sales Representative,1,Married,12892,8836,6,Y,No,15,4,3,809,2,35,5,3,24,8,3,5
22,No,Travel_Rarely,1314,Sales,13,5,Human Resources,1,3886,1,Female,34,3,3,Sales Executive,3,Divorced,3842,29635,4,Y,No,14,4,3,810,3,15,0,3,35,7,9,4
31,No,Travel_Frequently,699,Sales,18,5,Other,1,3889,2,Male,50,2,3,Sales Executive,2,Single,8876,9827,7,Y,No,19,4,4,811,3,28,5,3,2,17,8,11
52,No,Travel_Frequently,141,Sales,17,2,Other,1,3891,3,Male,81,4,5,Healthcare Representative,4,Married,2723,2610,8,Y,No,13,3,1,812,3,18,4,1,24,13,7,13
23,No,Travel_Frequently,1374,Research & Development,25,3,Other,1,3894,1,Female,89,3,4,Healthcare Representative,4,Married,7168,3681,1,Y,Yes,13,3,4,813,2,2,6,4,36,5,3,8
51,No,Travel_Rarely,1228,Research & Development,24,5,Life Sciences,1,3896,2,Male,85,1,3,Sales Executive,2,Married,8878,25142,2,Y,No,20,4,4,814,3,35,2,1,25,14,10,15
35,Yes,Non-Travel,134,Sales,29,4,Life Sciences,1,3899,1,Male,86,4,3,Healthcare Representative,3,Married,19550,10867,5,Y,Yes,13,3,4,815,1,2,5,1,39,10,6,12
29,No,Travel_Frequently,1175,Sales,5,2,Other,1,3901,4,Male,100,4,3,Healthcare Representative,3,Divorced,2742,10461,0,Y,No,13,4,1,816,0,39,5,4,33,3,13,0
50,No,Non-Travel,130,Sales,10,4,Human Resources,1,3904,1,Female,51,4,5,Manufacturing Director,3,Single,2305,12344,6,Y,Yes,18,4,3,817,3,5,4,1,24,15,15,2
36,No,Non-Travel,430,Research & Development,9,2,Medical,1,3906,1,Male,54,4,5,Sales Executive,2,Single,13929,24909,7,Y,No,18,4,3,818,1,4,0,1,7,5,1,15
21,No,Non-Travel,842,Research & Development,7,3,Human Resources,1,3909,3,Male,93,4,5,Manufacturing Director,4,Single,2415,26093,2,Y,Yes,17,3,2,819,1,5,5,2,5,18,3,8
44,No,Travel_Frequently,1188,Sales,18,2,Other,1,3911,3,Male,42,3,2,Healthcare Representative,1,Married,14515,28303,4,Y,Yes,18,4,3,820,1,17,3,1,12,6,13,8
41,No,Travel_Rarely,125,Sales,25,4,Other,1,3914,1,Female,65,1,1,Laboratory Technician,4,Married,5810,15797,1,Y,Yes,11,4,3,821,2,3,0,2,15,17,3,10
42,No,Non-Travel,164,Research & Development,18,2,Life Sciences,1,3916,1,Female,58,1,1,Sales Executive,4,Single,6882,21034,9,Y,Yes,13,4,1,822,1,11,4,4,18,15,10,13
56,No,Travel_Frequently,721,Research & Development,27,1,Marketing,1,3919,2,Female,95,2,4,Laboratory Technician,4,Married,9586,11649,7,Y,Yes,17,3,4,823,0,8,1,1,32,10,3,6
41,Yes,Travel_Frequently,257,Research & Development,23,3,Technical Degree,1,3921,1,Female,57,2,3,Healthcare Representative,4,Divorced,10995,14741,7,Y,Yes,13,4,1,824,1,2,2,2,33,6,0,9
22,No,Travel_Rarely,131,Sales,15,3,Medical,1,3923,2,Female,57,3,1,Sales Representative,4,Married,11707,11846,6,Y,Yes,15,3,1,825,0,8,4,2,2,3,13,14
46,No,Travel_Rarely,148,Research & Development,13,5,Life Sciences,1,3926,2,Female,75,2,3,Healthcare Representative,4,Married,16102,17825,5,Y,No,18,4,3,826,3,36,1,2,21,16,11,13
34,No,Non-Travel,480,Sales,24,3,Other,1,3928,1,Male,83,2,5,Sales Executive,3,Divorced,14792,20300,5,Y,No,20,3,3,827,3,33,5,1,14,5,12,4
45,No,Travel_Rarely,850,Sales,2,1,Human Resources,1,3931,3,Female,39,3,1,Sales Executive,3,Divorced,6080,13001,5,Y,Yes,18,3,1,828,3,28,1,3,21,1,14,5
27,No,Non-Travel,995,Sales,14,2,Life Sciences,1,3933,3,Female,91,2,3,Manufacturing Director,2,Divorced,4275,25848,6,Y,No,13,4,1,829,2,19,5,1,11,4,5,4
31,Yes,Travel_Rarely,1040,Sales,5,1,Human Resources,1,3936,4,Female,53,2,1,Laboratory Technician,4,Single,6077,17126,9,Y,Yes,19,3,3,830,0,13,1,4,35,18,6,10
48,No,Travel_Frequently,752,Research & Development,10,1,Human Resources,1,3938,3,Male,80,2,2,Laboratory Technician,4,Married,13328,14863,1,Y,No,11,3,4,831,2,2,5,2,18,18,9,0
20,No,Travel_Rarely,379,Research & Development,11,3,Technical Degree,1,3941,4,Female,30,4,1,Sales Representative,2,Divorced,7268,21643,2,Y,Yes,11,3,3,832,3,16,3,1,30,2,12,11
44,No,Non-Travel,477,Research & Development,10,2,Human Resources,1,3943,3,Female,84,4,4,Sales Executive,4,Single,3126,23268,5,Y,Yes,16,3,1,833,2,16,0,4,11,5,7,10
48,No,Travel_Rarely,226,Research & Development,20,3,Technical Degree,1,3946,1,Female,62,3,2,Healthcare Representative,2,Married,14316,3182,1,Y,Yes,16,4,4,834,3,26,5,2,12,14,8,8
39,No,Travel_Rarely,1185,Sales,14,4,Other,1,3948,2,Male,73,4,5,Laboratory Technician,2,Divorced,8335,25688,6,Y,Yes,12,4,4,835,3,38,3,3,2,6,9,13
30,No,Travel_Frequently,290,Sales,6,5,Other,1,3951,1,Female,89,2,3,Sales Representative,2,Married,10551,9898,0,Y,Yes,18,3,4,836,3,8,3,1,20,6,9,16
31,No,Travel_Frequently,848,Sales,22,2,Medical,1,3953,3,Male,87,3,3,Sales Representative,3,Married,8479,22843,1,Y,No,12,3,2,837,3,35,4,2,31,12,2,9
59,No,Travel_Rarely,747,Research & Development,29,2,Technical Degree,1,3956,1,Female,45,4,3,Manufacturing Director,4,Single,6087,25199,6,Y,No,12,4,1,838,3,34,6,2,7,17,0,1
21,No,Travel_Frequently,360,Research & Development,18,4,Human Resources,1,3958,3,Female,88,4,4,Sales Executive,1,Married,8779,27805,1,Y,Yes,12,3,1,839,2,12,2,2,25,10,11,17
36,No,Travel_Rarely,469,Sales,10,3,Marketing,1,3961,1,Female,92,2,3,Healthcare Representative,2,Married,19377,12718,2,Y,No,19,3,4,840,3,6,5,2,17,6,10,2
58,No,Travel_Rarely,1006,Sales,6,4,Human Resources,1,3963,3,Female,85,3,1,Manufacturing Director,1,Married,11111,5426,1,Y,No,17,3,2,841,2,9,2,3,10,14,6,3
54,No,Non-Travel,342,Research & Development,28,1,Life Sciences,1,3966,3,Female,39,4,5,Sales Executive,3,Single,6950,3922,6,Y,Yes,20,4,3,842,3,17,2,1,38,17,6,15
31,No,Travel_Frequently,1195,Research & Development,29,2,Technical Degree,1,3968,4,Female,75,4,1,Sales Executive,4,Married,9602,29412,3,Y,No,18,3,3,843,1,0,0,1,24,17,4,16
39,No,Non-Travel,903,Research & Development,8,3,Medical,1,3971,4,Female,76,2,1,Laboratory Technician,2,Divorced,7301,16784,1,Y,Yes,17,4,2,844,1,19,0,1,25,11,5,9
49,No,Travel_Rarely,1186,Research & Development,29,5,Marketing,1,3973,1,Male,51,4,4,Laboratory Technician,1,Divorced,2791,11439,5,Y,No,18,3,3,845,3,37,1,1,18,16,5,16
42,No,Travel_Frequently,767,Research & Development,28,2,Other,1,3976,4,Female,73,4,1,Manufacturing Director,3,Married,5976,17535,1,Y,No,13,3,4,846,3,31,5,4,16,7,7,8
26,No,Non-Travel,1038,Research & Development,25,1,Life Sciences,1,3978,2,Male,85,3,2,Sales Executive,2,Married,2022,5076,5,Y,Yes,19,4,3,847,3,40,1,1,32,10,6,3
54,No,Travel_Frequently,585,Sales,27,5,Human Resources,1,3981,4,Male,69,3,5,Sales Representative,3,Single,11191,14655,8,Y,No,19,4,4,848,3,16,6,4,30,14,10,12
30,Yes,Non-Travel,563,Sales,26,2,Marketing,1,3983,1,Male,98,1,3,Laboratory Technician,4,Divorced,19876,17504,7,Y,Yes,13,3,3,849,0,5,2,4,13,12,12,11
24,No,Non-Travel,649,Research & Development,2,5,Marketing,1,3986,4,Male,84,2,1,Sales Executive,1,Divorced,12755,5176,7,Y,No,17,4,3,850,2,5,5,1,20,15,10,10
43,No,Non-Travel,258,Research & Development,21,5,Other,1,3988,3,Female,66,2,4,Sales Representative,4,Single,8368,28578,1,Y,Yes,13,3,1,851,2,26,6,2,0,15,5,16
33,No,Non-Travel,367,Research & Development,29,4,Medical,1,3991,4,Female,62,2,5,Manufacturing Director,1,Single,4962,29766,8,Y,No,17,4,3,852,2,19,6,1,23,16,2,7
60,No,Travel_Rarely,1458,Research & Development,23,3,Other,1,3993,3,Male,47,2,5,Laboratory Technician,2,Married,16031,2361,5,Y,Yes,17,4,3,853,0,40,1,4,35,8,8,17
57,Yes,Travel_Frequently,957,Sales,19,1,Marketing,1,3996,1,Male,69,2,1,Laboratory Technician,1,Divorced,15283,26774,2,Y,No,19,3,4,854,1,36,6,3,37,11,0,0
23,No,Travel_Rarely,811,Sales,10,1,Medical,1,3998,4,Male,69,2,5,Sales Executive,2,Single,9905,8380,3,Y,Yes,20,3,3,855,2,14,3,1,21,6,3,10
27,No,Travel_Rarely,1480,Sales,16,5,Marketing,1,4001,1,Male,47,1,4,Sales Representative,3,Divorced,8980,4934,6,Y,Yes,19,4,4,856,3,1,0,4,21,15,3,12
51,No,Non-Travel,937,Research & Development,12,2,Technical Degree,1,4003,4,Female,48,2,3,Sales Executive,4,Married,5840,28689,2,Y,No,16,4,1,857,2,27,0,3,35,14,14,10
59,No,Travel_Rarely,122,Research & Development,2,5,Human Resources,1,4006,2,Female,96,2,2,Sales Executive,3,Divorced,2316,17632,7,Y,Yes,15,4,3,858,1,26,6,1,3,9,9,2
46,Yes,Travel_Rarely,771,Research & Development,23,1,Other,1,4008,2,Male,68,2,2,Laboratory Technician,1,Divorced,15624,25140,6,Y,No,16,4,2,859,1,12,1,2,13,2,12,10
38,No,Travel_Frequently,747,Research & Development,12,3,Other,1,4010,1,Male,91,2,4,Sales Representative,3,Single,12023,28735,7,Y,No,11,3,4,860,2,32,2,1,0,2,13,10
22,Yes,Non-Travel,314,Sales,20,2,Human Resources,1,4013,3,Female,63,4,2,Sales Executive,4,Single,12689,21928,4,Y,No,18,4,2,861,0,26,4,2,26,2,12,4
39,No,Travel_Rarely,1106,Research & Development,11,4,Other,1,4015,2,Female,36,3,5,Laboratory Technician,2,Divorced,11340,17366,3,Y,Yes,12,3,3,862,3,6,2,3,18,17,3,11
41,No,Travel_Frequently,156,Research & Development,16,1,Life Sciences,1,4018,3,Male,59,2,5,Manufacturing Director,3,Married,14874,26574,4,Y,Yes,15,4,4,863,1,2,2,3,38,5,0,7
44,No,Travel_Rarely,1357,Sales,1,1,Marketing,1,4020,1,Female,74,4,3,Sales Representative,3,Divorced,6684,4475,1,Y,Yes,12,3,4,864,1,29,5,2,22,18,1,9
52,No,Non-Travel,875,Sales,3,1,Human Resources,1,4023,3,Female,60,2,3,Sales Executive,1,Divorced,11447,15998,0,Y,Yes,13,4,1,865,2,3,5,4,38,9,10,8
56,No,Travel_Frequently,1410,Research & Development,1,3,Other,1,4025,4,Female,30,3,1,Sales Executive,1,Divorced,5129,6613,3,Y,Yes,15,4,1,866,3,11,5,3,28,12,11,5
37,No,Travel_Rarely,1086,Research & Development,5,1,Other,1,4028,1,Male,70,4,1,Sales Representative,2,Married,6209,9364,6,Y,No,15,4,3,867,0,28,0,1,1,16,6,14
34,No,Non-Travel,533,Research & Development,16,3,Other,1,4030,2,Female,39,2,1,Sales Executive,2,Married,10816,9306,4,Y,Yes,14,4,1,868,3,2,6,3,22,10,15,10
48,No,Travel_Frequently,1108,Sales,2,3,Technical Degree,1,4033,3,Male,49,4,4,Manufacturing Director,2,Single,12272,27251,5,Y,No,19,3,4,869,2,11,3,4,38,6,0,14
59,No,Non-Travel,473,Sales,1,5,Marketing,1,4035,2,Male,58,1,4,Sales Executive,4,Divorced,6903,14729,4,Y,Yes,11,4,1,870,2,38,3,3,28,8,3,5
48,No,Non-Travel,1475,Research & Development,14,2,Marketing,1,4038,4,Female,80,1,1,Laboratory Technician,3,Divorced,17072,18028,9,Y,No,11,4,2,871,1,28,6,2,29,4,1,5
53,No,Non-Travel,1206,Sales,7,1,Technical Degree,1,4040,2,Male,67,3,2,Healthcare Representative,4,Married,19538,4440,2,Y,No,13,4,2,872,2,35,3,1,11,11,4,2
